"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","2533","0.0-0.0","7674","1897114","[object Object]","[object Object]","3","","",""
"","html-keyboard-response","1","7884","0.0-1.0","7674","1897114","[object Object]","[object Object]","3","5337","Welcome to the experiment. Press any key to begin.","116"
