"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","2018","0.0-0.0","8304","125705","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","4836","0.0-1.0","8304","125705","[object Object]","[object Object]","1","2810","Welcome to the experiment. Press any key to begin.","116"
