"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","3242","0.0-0.0","8367","679444","[object Object]","[object Object]","4","","",""
"","html-keyboard-response","1","12843","0.0-1.0","8367","679444","[object Object]","[object Object]","4","9594","Welcome to the experiment. Press any key to begin.","116"
