"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","4560","0.0-0.0","7820","3175787","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","6601","0.0-1.0","7820","3175787","[object Object]","[object Object]","1","2028","Welcome to the experiment. Press any key to begin.","32"
