"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","1657","0.0-0.0","5360","8616495","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","12884","0.0-1.0","5360","8616495","[object Object]","[object Object]","1","11219","Welcome to the experiment. Press any key to begin.","116"
