"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","3608","0.0-0.0","8943","6414261","[object Object]","[object Object]","4","","",""
"","html-keyboard-response","1","6367","0.0-1.0","8943","6414261","[object Object]","[object Object]","4","2749","Welcome to the experiment. Press any key to begin.","72"
