"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","3013","0.0-0.0","7990","4230636","[object Object]","[object Object]","3","","",""
"","html-keyboard-response","1","5577","0.0-1.0","7990","4230636","[object Object]","[object Object]","3","2546","Welcome to the experiment. Press any key to begin.","13"
