"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","3656","0.0-0.0","9171","5894741","[object Object]","[object Object]","4","","",""
"","html-keyboard-response","1","7676","0.0-1.0","9171","5894741","[object Object]","[object Object]","4","4008","Welcome to the experiment. Press any key to begin.","72"
