"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses"
"true","fullscreen","0","14605","0.0-0.0","7472","3638609","[object Object]","[object Object]","1","","","",""
"","html-keyboard-response","1","19735","0.0-1.0","7472","3638609","[object Object]","[object Object]","1","5119","Welcome to the experiment. Press any key to begin.","32",""
"","survey-text","2","32557","0.0-2.0","7472","3638609","[object Object]","[object Object]","1","12818","","","{""Q0"":""A149XKIX8E4E1""}"
