"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","1640","0.0-0.0","7978","534636","[object Object]","[object Object]","3","","",""
"","html-keyboard-response","1","3754","0.0-1.0","7978","534636","[object Object]","[object Object]","3","2108","Welcome to the experiment. Press any key to begin.","116"
