"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","2324","0.0-0.0","6343","2483882","[object Object]","[object Object]","4","","",""
"","html-keyboard-response","1","24757","0.0-1.0","6343","2483882","[object Object]","[object Object]","4","22427","Welcome to the experiment. Press any key to begin.","116"
