"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","4493","0.0-0.0","7796","162020","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","7592","0.0-1.0","7796","162020","[object Object]","[object Object]","1","3091","Welcome to the experiment. Press any key to begin.","116"
