"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","3089","0.0-0.0","796","3519566","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","6210","0.0-1.0","796","3519566","[object Object]","[object Object]","1","3109","Welcome to the experiment. Press any key to begin.","13"
