"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","9357","0.0-0.0","3988","6370838","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","16477","0.0-1.0","3988","6370838","[object Object]","[object Object]","1","7103","Welcome to the experiment. Press any key to begin.","17"
