"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","4825","0.0-0.0","8080","6010723","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","30053","0.0-1.0","8080","6010723","[object Object]","[object Object]","1","25216","Welcome to the experiment. Press any key to begin.","17"
