"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","15073","0.0-0.0","3490","6763543","[object Object]","[object Object]","3","","",""
"","html-keyboard-response","1","16881","0.0-1.0","3490","6763543","[object Object]","[object Object]","3","1805","Welcome to the experiment. Press any key to begin.","32"
