"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press"
"true","fullscreen","0","24171","0.0-0.0","2788","3789400","[object Object]","[object Object]","1","","",""
"","html-keyboard-response","1","30742","0.0-1.0","2788","3789400","[object Object]","[object Object]","1","6547","Welcome to the experiment. Press any key to begin.","116"
